no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
189,TP189,"Raja Tua, The Old King",1930,"Collection Sanggar Seni Kakul, Batuan",,"These two depictions of the Old Raja, one from before the war, the second the 1970s, represent the opposite ends of a creative spectrum that endured for some seven decades. It is interesting to note that this particular character is virtually unknown before the rise of Topeng Panca in the 1920s. Free of many of the religious and ceremonial restrictions of Pajegan, because Panca groups consisted between four and nine dancers, it was possible to increase the tempo of performances and allow individual dancers to develop and specialize in roles. Well-received by audiences, they also brought fame to the best dancers. In both depictions, the Old Raja cuts and elegant figure, despite the ravages of age seen in long white disorderly facial hair and deeply grooved age-lines amplified by wide-eyed worried expressions. Born in the 19th century, Kebes would play a leading role in the development of new characters or ways of depicting them before his death in 1962. The far younger Tangguh would achieve his fame in the 1970s during the postwar era.",-8.584877,115.277934,TP189.jpg
190,TP190,"Raja Tua, The Old King",1970,"Private Collection, France",,"These two depictions of the Old Raja, one from before the war, the second the 1970s, represent the opposite ends of a creative spectrum that endured for some seven decades. It is interesting to note that this particular character is virtually unknown before the rise of Topeng Panca in the 1920s. Free of many of the religious and ceremonial restrictions of Pajegan, because Panca groups consisted between four and nine dancers, it was possible to increase the tempo of performances and allow individual dancers to develop and specialize in roles. Well-received by audiences, they also brought fame to the best dancers. In both depictions, the Old Raja cuts and elegant figure, despite the ravages of age seen in long white disorderly facial hair and deeply grooved age-lines amplified by wide-eyed worried expressions. Born in the 19th century, Kebes would play a leading role in the development of new characters or ways of depicting them before his death in 1962. The far younger Tangguh would achieve his fame in the 1970s during the postwar era.",46.227638,2.213749,TP190.jpg
191,TP191,"Raja Tua, The Old King",1940,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"Although Raja Tua almost always appears in Topeng Panca performances, its absence in older collections might indicate that it may be a creation of one or more anonymous Panca mask dancers that subsequently soared in popularity at a later date that is now an icon. There are several notable cases of this happening. One of the masters of this was I Dewa Putu Kebes of Batuan, who is credited for having invented several new characters. Inevitably it requires the combination not only of a great mask maker but also a charismatic dancer who brings it to life. In some cases, the makers and dancers are one in the same.",-8.65528,115.21734,TP191.jpg
192,TP192,Panji Angragani,1930,"Museum of Puro Mangkunegaran, Solo ",,"Originally identified as Rama by our experts, an inscription on the back of the mask has revealed that this self-assured princely figure with golden flowers, a bump between his eyes indicating wisdom, a vigorous moustache and mischievous grin is Panji, the hero of the Malat Cycle. This is an astonishing and important discovery because it has been long assumed that the tales of this perfect prince were only performed in archaic Gambuh plays and Wayang Kulit and had never part of Bali's mask repertoire. As Panji stories, are the subject of mask dances still performed in Cirebon, Solo and Yogyakarta, there can be no doubt that they all, like Gambuh, originated in the Majapahit court thus the likelihood of it existing on Bali, as well, is not illogical. This is further supported by the presence of Panji masks in the Bali Museum and the National Museum in Jakarta.",-7.566756,110.823071,TP192.jpg
193,TP193,"I Gusti Petandakan, Minister to the Gelgel Court",1930,"Private Collection, France",,"With a rich terracotta hue face and well drawn features, I Gusti Patandakan, is done in a realistic style typical of the work of Kerebuak. The grandson of Sri Kresna Kepakisan, the Majapahit appointed ruler of Bali, he joined his grandfather during his tenure on Bali. After the disentigration of the Majapahit Empire, its legacy would pass on to Gelgel with its capital in East Bali. Wise and calm of character, Patandakan was appointed prime minister and served faithfully for many years.",46.227638,2.213749,TP193.jpg
194,TP194,"Patih Deling Keras, Strong Prime Minister",1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With the light complexion of an aristocrat and his royal sta-tus confirmed by a ring of golden flowers on his hairline, any sense of refinement in this character is overcome by his intense stare, the wrinkles on his forehead and bushy eyebrows and moustache. This is an early example of the Denpasar style mask in pristine condition.",52.164104,4.483984,TP194.jpg
195,TP195,Forceful Minister,1930,"Private Collection, USA",,"With the light complexion of an aristocrat and his royal sta-tus confirmed by a ring of golden flowers on his hairline, any sense of refinement in this character is overcome by his intense stare, the wrinkles on his forehead and bushy eyebrows and moustache. This is an early example of the Denpasar style mask in pristine condition.",37.774929,-122.419416,TP195.jpg
196,TP196,"Patih Deling Keras, Strong Prime Minister",1900,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"Whereas all masks depicting strong prime ministers are forceful, this example with a distinct frown, reddish-brown face, popping eyes and long vertical lines that appear to be blood vessels appears to be on the brink of explosive anger. This mask may depict Patih Nambi, an important historical figure who was among the comrades supporting Raden Wijaya who would go on to found the Majapahit Empire in 1293. As a reward, Nambi, a clever diplomat and administrator was named the first prime minister. He would also play a role in the tragic tale of Ranggalawe and would finally meet his death at the hands of Jayanegara, the second Majapahit king, after being falsely accused plotting to assassinate him.",-8.65528,115.21734,TP196.jpg
197,TP197,"Patih Deling Manis, Refined Prime Minister",1935,"Asian Art Museum, San Francisco",,"I Ketut Patere, a member of the legendary Pita Maha Balinese Artists' Union, achieved recognition as both a talented sculptor and painter in the Batuan style. The face here is an elongated oval and exudes calmness and peace. Patere's sculpture, too, was often thin and long. The mask is a reminder that majority of the Pita Maha artists, often labeled as modernists, were originally trained in the traditional arts. This was especially true in Batuan, which along with nearby Sukawati and Singapadu, was a famous center of mask making and dancing since the 17th century. The mask of a refined prime minister was bought by the Austrian author, Vicki Baum, in 1935 certainly with the aid of Walter Spies who was her guide on the island while she was doing research for Love and Death in Bali, a novel she published in 1937. Sadly Patere had passed away the year before.",37.780277,-122.41616,TP197.jpg
198,TP198,"Patih Deling Manis, Refined Prime Minister",1972,"Griya Danginan, Mas",,"Nicknamed, the Purple Prime Minister, because of the hue of his skin, this lively mask, created by Ida Bagus Anom, the youngest son of Gelodog, is a fine example an accelerating tendency to experiment with new colors and features that began in the 1970s. Anom was a leader in this trend. Walking in the footsteps of his illustrious father he was one of the main reasons Mas gained the sobriquet of the 'Village of Masks'. He would later experiment fusing features of Noh and Balinese masks into one oftentimes for modern cross-cultural performances. Where he led, many others followed and it did not take long for many other mask making ateliers to spring up along the back alleys of Mas.",-8.54362,115.26985,TP198.jpg
199,TP199,"Patih Deling Manis,Courtier",1935,"Asian Art Museum, San Francisco",,"With the kind smile and gentle features of a Patih Deling Manis, good prime minister, this mask is unpainted except for the staining of the hair and some facial features.",37.780277,-122.41616,TP199.jpg
200,TP200,Patih Deling Manis,1930,"Museum Bali, Denpasar",,"The archetype of the intelligent prime minister (patih deling manis) is not based on a single historical figure but rather an idealized merger of many men such as the 11th century minister of Daha, Mpu Sedah, who was also a famed poet. His greatest work was the Bharatayuddha, the Javanese version of the Mahabharata Epic. With a yellowish patina, the minister stares forward, like a man who knows what he wants. With fine. well formed features and a large golden urna ornament on his forehead, his hairline is decorated with a row of gold disks. While this mask may have been used to represent a specific, now forgotten historical character, it is just as likely that it was used in both Topeng Pajegan and Panca to represent any number of prime ministers with forceful vision and action yet with distinguished characters and good etiquette",-8.657398,115.218579,TP200.jpg
